College Name,Location,College Type,Facilities,Rating
"Adhiparasakthi Polytechnic College, Melmaruvathur","Kanchipuram, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Alumni Associations, Laboratories, Transport Facility, Parking Facility, Gym, Auditorium, Cafeteria, Guest Room/Waiting Room, Training and Placement Cell, Club, Classrooms",N/A
"Adhiparasakthi Polytechnic College, Pappireddipatti","Kanchipuram, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Laboratories, Medical/Hospital, Auditorium, Gym, Cafeteria, Guest Room/Waiting Room, Alumni Associations, Club, Classrooms",N/A
"Adhiyamaan College of Engineering, Hosur","Krishnagiri, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, I.T Infrastructure, Cafeteria, Transport Facility, Banks/ATMs",3.9/5
"Adhiyamaan Polytechnic College, Krishnagiri","Krishnagiri, Tamil Nadu",Private,"Sports, Library, Laboratories, I.T Infrastructure, Auditorium, Medical/Hospital, Gym, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Cafeteria, Classrooms, Training and Placement Cell",N/A
"Adhunik College of Engineering, Ghaziabad","Ghaziabad, Uttar Pradesh",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Laboratories, Guest Room/Waiting Room, Medical/Hospital, Training and Placement Cell, Workshops, Transport Facility",N/A
"AIT Chikmagalur - Adichunchanagiri Institute of Technology, Chikmagalur","Chikkamagaluru, Karnataka",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Guest Room/Waiting Room, Laboratories, Training and Placement Cell, Club, Workshops, Extra Curricular Activities, Smart Classrooms, Classrooms",4.0/5
"Adichunchanagiri Polytechnic College, Chickmagaluru","Chikmagalūr, Karnataka",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Sports, Auditorium, Gym, Guest Room/Waiting Room, Medical/Hospital, Extra Curricular Activities",N/A
"Adichunchanagiri University, Mandya","Mandya, Karnataka",Private,"Auditorium, Library, Laboratories, Cafeteria, Sports, Girls Hostel, Boys Hostel, Transport Facility, I.T Infrastructure, Wifi, Gym, Banks/ATMs, Guest Room/Waiting Room, Medical/Hospital, Alumni Associations",N/A
"Adikavi Nannaya University, MSN Campus, Kakinada","Kakinada, Andhra Pradesh",Public/Govt,"Library, Laboratories, Classrooms, Sports, Extra Curricular Activities, Training and Placement Cell, Boys Hostel, Girls Hostel",N/A
"Adikavi Nannaya University, Rajahmundry","Rajahmundry, Andhra Pradesh",Public/Govt,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Auditorium, Laboratories, Guest Room/Waiting Room, I.T Infrastructure",4.1/5
"ADINA Institute of Science and Technology, Sagar","Sagar, Madhya Pradesh",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Transport Facility, Laboratories, Sports, Auditorium, Guest Room/Waiting Room, Medical/Hospital, Classrooms, Training and Placement Cell, Extra Curricular Activities, Transport Facility",N/A
"ASIET Kalady - Adi Shankara Institute of Engineering and Technology, Kalady","Ernakulam, Kerala",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Banks/ATMs, Laboratories, Guest Room/Waiting Room, Alumni Associations",4.4/5
"Adithya Institute of Technology, Coimbatore","Coimbatore, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Convenience Store, Club, Training and Placement Cell",N/A
"Aditya Academy of Architecture and Design, Bangalore","Bangalore, Karnataka",Private,"Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Laboratories, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Alumni Associations, Classrooms",N/A
"Aditya College of Architecture, Mumbai","Mumbai, Maharashtra",Private,"Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Wifi, Classrooms, Laboratories, Guest Room/Waiting Room, Classrooms",5.0/5
"Aditya College of Engineering and Advanced Studies, Ahmedabad","Ahmedabad, Gujarat",Private,"Library, I.T Infrastructure, Sports, Laboratories",N/A
"Aditya College of Engineering and Technology, Bengaluru","Bangalore, Karnataka",Private,"Library, Cafeteria, Auditorium, I.T Infrastructure, Sports, Guest Room/Waiting Room, Transport Facility, Laboratories, Parking Facility, Girls Hostel, Boys Hostel, Training and Placement Cell",N/A
"Aditya College of Engineering and Technology, Surampalem","East Godavari, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs, Guest Room/Waiting Room, Club, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",4.6/5
"Aditya College of Engineering, Chittoor","Chittoor, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Guest Room/Waiting Room",4.3/5
"Aditya College of Engineering, Surampalem","East Godavari, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Banks/ATMs",4.6/5
"ACTS Satna - Aditya College of Technology and Science, Satna","Satna, Madhya Pradesh",Private,"Medical/Hospital, Library, Sports, Cafeteria, Transport Facility, Alumni Associations, Laboratories, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",N/A
"Aditya Degree College, Asilmetta","Visakhapatnam, Andhra Pradesh",Private,"Library, Alumni Associations, Girls Hostel, Boys Hostel, Sports, Auditorium, Laboratories, I.T Infrastructure, Guest Room/Waiting Room, Training and Placement Cell, Medical/Hospital, Parking Facility, Club, Cafeteria",5.0/5
"Aditya Degree College, Gajuwaka","Visakhapatnam, Andhra Pradesh",Private,"Library, Sports, Laboratories, Medical/Hospital, Alumni Associations, Boys Hostel, Girls Hostel, Auditorium, Cafeteria",4.0/5
"Aditya Degree College, Kakinada","Kakinada, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Wifi, Library, Laboratories, Auditorium, Cafeteria, Medical/Hospital, Gym, Sports, Parking Facility, I.T Infrastructure, Transport Facility, Convenience Store, Guest Room/Waiting Room, Training and Placement Cell, Workshops, Classrooms",4.5/5
"Aditya Degree College, Surampalem","East Godavari, Andhra Pradesh",Private,"Library, Sports, I.T Infrastructure, Transport Facility, Medical/Hospital, Cafeteria, Gym, Boys Hostel, Girls Hostel, Guest Room/Waiting Room, Auditorium, Laboratories, Training and Placement Cell, Parking Facility, Club",3.8/5
"Aditya Degree College Womens, Kakinada","Kakinada, Andhra Pradesh",Private,"Library, Sports, I.T Infrastructure, Laboratories, Auditorium, Cafeteria, Medical/Hospital, Girls Hostel, Wifi, Boys Hostel",4.3/5
"Aditya Degree College Womens, Rajahmundry","Rajahmundry, Andhra Pradesh",Private,"Library, Sports, Medical/Hospital, Laboratories, Alumni Associations, Girls Hostel, Cafeteria, Auditorium, I.T Infrastructure",N/A
"Aditya Engineering College, Beed","Beed, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Wifi, Laboratories, Guest Room/Waiting Room, Classrooms",N/A
"Aditya Engineering College, Surampalem","Surampalem, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Banks/ATMs, Alumni Associations, Guest Room/Waiting Room, Laboratories",4.2/5
"AITAM Tekkali - Aditya Institute of Technology and Management, Tekkali","Srikakulam, Andhra Pradesh",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Alumni Associations, Laboratories, Banks/ATMs, Guest Room/Waiting Room",4.4/5
"Aditya Institute of Technology, Delhi","New Delhi, Delhi",Private,"Library, I.T Infrastructure, Alumni Associations, Auditorium, Laboratories, Medical/Hospital",N/A
"Aditya Polytechnic College, Beed","Beed, Maharashtra",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Cafeteria, Laboratories, Auditorium, Guest Room/Waiting Room, Gym, Medical/Hospital, Sports, Transport Facility",N/A
"Aditya Polytechnic, Lanja","Lanja, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Wifi, Laboratories, Convenience Store",N/A
"Aditya Silver Oak Institute of Technology, Ahmedabad","Ahmedabad, Gujarat",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Wifi, Laboratories, Medical/Hospital, Club, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",4.7/5
"ADJ Dharmambal Polytechnic College, Nagapattinam","Nagapattinam, Tamil Nadu",Public/Govt,"Girls Hostel, Library, Laboratories, I.T Infrastructure, Auditorium, Sports, Cafeteria, Alumni Associations, Training and Placement Cell, Parking Facility, Classrooms, Guest Room/Waiting Room",N/A
"ADIT Anand - AD Patel Institute of Technology, Anand","Anand, Gujarat",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Wifi, Laboratories",4.1/5
"ADRS Institute of Technology and Management, Aligarh","Aligarh, Uttar Pradesh",Private,"I.T Infrastructure, Library, Transport Facility, Cafeteria, Sports",N/A
"Adsul's Technical Campus, Ahmednagar","Ahmednagar, Maharashtra",Private,"Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Guest Room/Waiting Room, Alumni Associations, Classrooms",3.4/5
"Adusumalli Vijaya College of Engineering and Research Centre, Nalgonda","Nalgonda, Telangana",Private,"Library, Sports, I.T Infrastructure, Laboratories",N/A
"Adusumilli Vijaya Institute of Technology and Research Centre, Nalgonda","Nalgonda, Telangana",Private,"Library, I.T Infrastructure, Laboratories, Sports, Classrooms",N/A
"Advait Vedanta Institute of Technology, Jaipur","Jaipur, Rajasthan",Private,"Library, I.T Infrastructure, Laboratories, Wifi, Boys Hostel, Girls Hostel, Sports, Gym",N/A
"ACTM Palwal - Advanced College of Technology and Management, Palwal","Aurangabad, Haryana",Private,"Boys Hostel, Girls Hostel, Sports, Library, Laboratories, Medical/Hospital, Gym, I.T Infrastructure, Cafeteria, Guest Room/Waiting Room, Transport Facility, Wifi",N/A
"AITM Palwal - Advanced Institute of Technology and Management, Palwal","Palwal, Haryana",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Wifi, Gym, Transport Facility, Laboratories, Guest Room/Waiting Room, Auditorium, Training and Placement Cell, Classrooms",5.0/5
"Advanced Plastics Processing Technology Centre, Balasore","Balasore, Odisha",Public/Govt,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Wifi, Laboratories, Classrooms",N/A
"Advanced Plastics Product Simulation and Evaluation Centre, Tamot","Raisen, Madhya Pradesh",Public/Govt,"Auditorium, Cafeteria, Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Sports",N/A
"Advanced Technical Training Centre, Sikkim","East Sikkim, Sikkim",Public/Govt,"I.T Infrastructure, Laboratories, Sports, Auditorium, Library, Medical/Hospital, Gym, Cafeteria, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Classrooms",N/A
"AMIT Banka - Adwaita Mission Institute of Technology, Maniyarpur","Banka, Bihar",Private,"Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Wifi, Laboratories, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Transport Facility",N/A
"Adyapeath Annada Polytechnic College, Kolkata","Kolkata, West Bengal",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Sports, Medical/Hospital, Cafeteria",N/A
"AECS Pavan Polytechnic, Kolar","Kolar, Karnataka",Private,"Library, I.T Infrastructure, Laboratories",N/A
"Aero Institute of Technology, Namakkal","Namakkal, Tamil Nadu",Private,"Library, Laboratories, I.T Infrastructure",N/A
"Aeronautical Training Institute, Lucknow","Lucknow, Uttar Pradesh",Public/Govt,"Library, Laboratories, Boys Hostel, Girls Hostel, Classrooms, Cafeteria, I.T Infrastructure, Training and Placement Cell, Workshops",N/A
"AERP Institute of Technology and Management, Palwal","Palwal, Haryana",Private,"Boys Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Convenience Store, Parking Facility, Workshops, Extra Curricular Activities, Training and Placement Cell, Classrooms",N/A
"Aesthetic of Interiors Academy, Hyderabad","Hyderabad, Telangana",Private,"Library, Laboratories, I.T Infrastructure",N/A
"A1 Global Institute of Engineering and Technology, Prakasam","Prakasam, Andhra Pradesh",Private,"Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Laboratories, Transport Facility",5.0/5
"AGM Rural College of Engineering and Technology, Hubli","Dharwad Rural, Karnataka",Private,"Boys Hostel, Girls Hostel, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Transport Facility, Laboratories, Guest Room/Waiting Room, Medical/Hospital",3.7/5
"AGM Rural Polytechnic, Dharwad","Dharwad, Karnataka",Private,"Library, Sports, I.T Infrastructure, Laboratories, Classrooms, Extra Curricular Activities",N/A
"Agnel Institute of Technology and Design, Goa","Assagao, Goa",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Auditorium, Transport Facility, Alumni Associations, Wifi, Laboratories, Guest Room/Waiting Room, Cafeteria, Parking Facility",N/A
"Agnel Polytechnic, Goa","Goa, Goa",Private,"Boys Hostel, Girls Hostel, Library, Sports, I.T Infrastructure, Laboratories, Gym, Cafeteria, Guest Room/Waiting Room, Extra Curricular Activities",N/A
"Agnel Polytechnic, Vashi","Navi Mumbai, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Alumni Associations, Swimming Pool, Laboratories, Guest Room/Waiting Room",4.8/5
"Agnel Technical College, Mumbai","Mumbai, Maharashtra",Public/Govt,"Library, Sports, I.T Infrastructure, Alumni Associations, Laboratories, Classrooms, Auditorium, Cafeteria",N/A
"Agni College of Technology, Thalambur","Chennai, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Transport Facility, Wifi, Banks/ATMs, Gym, Auditorium, Guest Room/Waiting Room, Club, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",4.5/5
"Agnihotri College of Engineering, Wardha","Wardha, Maharashtra",Private,"Medical/Hospital, Gym, Library, Sports, I.T Infrastructure, Cafeteria, Laboratories, Alumni Associations, Auditorium, Guest Room/Waiting Room, Boys Hostel, Girls Hostel, Club, Workshops, Extra Curricular Activities, Training and Placement Cell, Classrooms",5.0/5
"Agnihotri Polytechnic, Wardha","Wardha, Maharashtra",Private,"Library, Laboratories, Sports, Auditorium, Medical/Hospital, Gym, I.T Infrastructure, Cafeteria",N/A
"Agnihotri School of Technology, Wardha","Wardha, Maharashtra",Private,"I.T Infrastructure, Library, Laboratories, Banks/ATMs, Parking Facility, Medical/Hospital, Gym, Cafeteria, Guest Room/Waiting Room",N/A
"Agni School of Architecture and Design Excellence, Dindigul","Dindigul, Tamil Nadu",Private,"Boys Hostel, Girls Hostel, Library, I.T Infrastructure, Laboratories, Classrooms, Sports, Auditorium, Medical/Hospital, Cafeteria, Guest Room/Waiting Room",N/A
"Agnos College of Technology, Bhopal","Bhopal, Madhya Pradesh",Private,"Library, I.T Infrastructure, Laboratories, Transport Facility, Cafeteria, Sports, Auditorium, Wifi, Boys Hostel, Girls Hostel, Medical/Hospital, Extra Curricular Activities, Classrooms",N/A
"AG Patil Institute of Technology, Solapur","Solapur, Maharashtra",Private,"Library, I.T Infrastructure, Boys Hostel, Girls Hostel, Cafeteria, Sports, Gym, Wifi, Laboratories, Alumni Associations, Medical/Hospital, Guest Room/Waiting Room, Club, Workshops, Extra Curricular Activities, Training and Placement Cell, Smart Classrooms, Classrooms",4.5/5
"AG Patil Polytechnic Institute, Solapur","Solapur, Maharashtra",Private,"Boys Hostel, Girls Hostel, Medical/Hospital, Library, Sports, I.T Infrastructure, Cafeteria, Auditorium, Alumni Associations, Wifi, Laboratories, Parking Facility, Convenience Store, Transport Facility, Gym, Training and Placement Cell",N/A
